bgg_id,name,description,image,thumbnail,bgg_link,avg_rating,bgg_rating,users_rated,game_weight,players_min,players_max,players_best,time_min,time_max,time_avg,game_mechanics,game_categories,game_types,year_published
324856,The Crew: Mission Deep Sea,tricktaking card game crew mission deep sea player work search lost continent mu new adventure take crew deep abyss search fabled sink land far depend entirely work team card card trick trick search party discover challenge lie ahead forge path muthis new version crew innovative cooperative tricktaking mechanism highly laud original game mdash exciting new surprise communication crew member severely limit submerge state critical success find hide land murky depth depend win trick carefully negotiate order win thing nt plan able salvage operation near flawless execution little luck finally reach mumdashdescription publisher,https://cf.geekdo-images.com/VuBqZ1sMaDAVVHF_OEJP4g__original/img/jGWxczXC_VWZofeAmlO_DkB0hCI=/0x0/filters:format(jpeg)/pic5988903.jpg,https://cf.geekdo-images.com/VuBqZ1sMaDAVVHF_OEJP4g__small/img/EdacXlcFZ06YK0-ZKa0oKwL4VCw=/fit-in/200x150/filters:strip_icc()/pic5988903.jpg,https://boardgamegeek.com/boardgame/324856,8.44932,7.13714,2181,2.0652,2,5,3.91,20,20,20,Communication Limits; Cooperative Game; Deduction; Hand Management; Scenario / Mission / Campaign Game; Trick-taking,Adventure; Card Game; Mythology; Nautical,Strategy Game; Family Game,2021
41114,The Resistance,empire fall mission succeed destroy key basis shatter imperial strength liberate people spy infiltrate rank ready sabotage unmask night reshape destiny die try resistancethe resistance party game social deduction design player last   minute player elimination resistance inspire mafiawerewolf unique core mechanic increase resource inform decision intensify player interaction eliminate player eliminationplayer resistance operative imperial spy round depend carry mission empire time try deduce playersrsquo identity gain trust round begin discussion ready leader entrust set plan certain number player possibly include himselfherself vote approve assignment assignment pass choose player secretly decide support sabotage mission base result mission succeed resistance win fail empire win team win mission win gamerule correctionfor print   purchase expansion rule read quotgame   player use   plot card game   player use   plot cardsquot quoteach round leader draw plot card     player     player     playersquot   correct subsequent printing,https://cf.geekdo-images.com/cAPTkL2BR3snLO71dkH8rw__original/img/_UahoIUTqh39xRqzCc2jwgdYbSA=/0x0/filters:format(jpeg)/pic2576459.jpg,https://cf.geekdo-images.com/cAPTkL2BR3snLO71dkH8rw__small/img/5lDn1W82rlLXtVG7nPIYR9Orn-4=/fit-in/200x150/filters:strip_icc()/pic2576459.jpg,https://boardgamegeek.com/boardgame/41114,7.26851,7.13669,37175,1.6046,5,10,7.43,30,30,30,Hidden Roles; Memory; Roles with Asymmetric Information; Simultaneous Action Selection; Team-Based Game; Traitor Game; Voting,Bluffing; Card Game; Deduction; Negotiation; Party Game; Print & Play; Science Fiction; Spies / Secret Agents,Party Game,2009
21241,Neuroshima Hex! 3.0,neuroshima hex strategy game set postapocalyptic world neuroshima polish roleplay game player lead army borgo hegemonia hegemony moloch posterunek outpost army deck consist   tile soldier support tile special action win enemy headquarter destroy headquarters damage end gamethe second edition neuroshima hex release spiel   update graphic new large board special expansion pack sell time include neuroshima hex doomsday machine   fifth army onesthe french edition neuroshima hex release   include additional mercenary tile english edition zman game year include mercenary tile mad bomber tileneuroshima hex   release   zman game include rule correction doomsday machine army army nh base game solo variant   puzzle card present challenging situation new threeplayer variant deathmatch deathmatch score player vs team team match player play army game expand unofficial neuroshima hex expansion available bggnote   army version year functionally compatible   difference army eg     art amp graphic designnote   solitaire botaisystem compete   option quotsoloquot play solo multiple faction solve puzzle like chess checkmate problem available edition expansion,https://cf.geekdo-images.com/JKniOrcvHvLWRlWc-naC8w__original/img/ARpT9WzMYRVKbSib6LRxGimOpYQ=/0x0/filters:format(png)/pic8654429.png,https://cf.geekdo-images.com/JKniOrcvHvLWRlWc-naC8w__small/img/p7XKd7o6W3YRoFQye0ixdRYk-fU=/fit-in/200x150/filters:strip_icc()/pic8654429.png,https://boardgamegeek.com/boardgame/21241,7.4051,7.13648,13741,2.6151,1,4,2.33,30,30,30,Area Majority / Influence; Connections; Grid Movement; Hand Management; Hexagon Grid; Line of Sight; Player Elimination; Solo / Solitaire Game; Team-Based Game; Tile Placement; Variable Player Powers,Collectible Components; Fighting; Puzzle; Science Fiction,Strategy Game,2006
37046,Ghost Stories,ghost story cooperative game player protect village incarnation lord hell ndash wufeng ndash legion ghost haunt town recover ashe allow return life player represent taoist monk work fight wave ghoststhe player teamwork exorcise ghost appear course game beginning turn player bring ghost play place free spot come time ghost ability ndash affect taoist power cause active player roll curse die random effect haunt villager tile block tile special action turn taoist tile order exorcise adjacent ghost benefit villager live tile provide haunt tile village allow player benefit different bonus cemetery example taoist bring dead taoist life herbalist allow recover spend tao token etc possible trap ghost unhaunt village tilesto exorcise ghost taoist roll tao dice different color red blue green yellow black white result roll match color ghost incarnation wufeng exorcism succeed white result wild color color example exorcise green ghost   resistance need roll green white combination die roll fall short use tao token match color addition roll choose use roll taoist gain token certain village tile exorcise certain ghost taoist power allow receive token turnto win player defeat incarnation wufeng boss arrive end game hard difficulty level add incarnation wufeng win defeat themthere way lose player lose village tile haunt draw pile empty incarnation wufeng play priest dead,https://cf.geekdo-images.com/Mfoj66t524ZS5DKMZJlUYQ__original/img/u0Q_C6KB_2A0sjeX7iYESNW2_Z8=/0x0/filters:format(jpeg)/pic1790243.jpg,https://cf.geekdo-images.com/Mfoj66t524ZS5DKMZJlUYQ__small/img/gU9MeF5k_g-Go3GXqh3GPsucsRY=/fit-in/200x150/filters:strip_icc()/pic1790243.jpg,https://boardgamegeek.com/boardgame/37046,7.30937,7.13569,19943,2.9055,1,4,3.1,60,60,60,Cooperative Game; Dice Rolling; Grid Movement; Modular Board; Move Through Deck; Solo / Solitaire Game; Variable Player Powers,Fantasy; Fighting; Horror; Mythology,Thematic; Strategy Game,2008
2653,Survive: Escape from Atlantis!,survive cutthroat game player seek evacuate piece island break remember highestvalue piece locate maximize scorean island   hextile slowly sink ocean tile remove board player control people value     try safety surround island main island finally blow player swim use boat travel avoid sea serpent whale shark way safetysurvive similar escape atlantis key differencessurvive reprint quotsurvive escape atlantisquot publisher stronghold game hit store shelf february     reprint contain game survive extra piece need order play game quotescape atlantisquot actually find survive escape atlantis come dolphin dive dice remove anniversary edition release couple year later later available owner versionquotsurvive escape atlantisquot game   stronghold game quotsurvive linequot,https://cf.geekdo-images.com/0M2ck50-GanxBWfOHUZ64A__original/img/5VKS6zuDQlHBQcTcDNRNFYu-7Bg=/0x0/filters:format(png)/pic1300182.png,https://cf.geekdo-images.com/0M2ck50-GanxBWfOHUZ64A__small/img/6ffKBS6bTCKgCmH7zdHJIxcU8ZA=/fit-in/200x150/filters:strip_icc()/pic1300182.png,https://boardgamegeek.com/boardgame/2653,7.31225,7.13531,21899,1.7043,2,4,3.86,45,60,60,Area Majority / Influence; Dice Rolling; Grid Movement; Hexagon Grid; Map Reduction; Memory; Modular Board; Movement Points; Secret Unit Deployment; Take That,Adventure; Animals; Bluffing; Nautical,Family Game,1982
39856,Dixit,  spiel des jahre winnerone player storyteller turn look image   card hand make sentence say loud show card playerseach player select card hand good match sentence give select card storyteller show othersthe storyteller shuffle card receive card picture show face player bet picture storytellersif everybody find correct card storyteller score   player score   storyteller find correct answer score   player score   point vote cardthe game end deck player score   point case player point win gamethe base game expansion   card,https://cf.geekdo-images.com/J0PlHArkZDJ57H-brXW2Fw__original/img/jt3kFCHJ3HJ2079dMLwipFZqdQg=/0x0/filters:format(jpeg)/pic6738336.jpg,https://cf.geekdo-images.com/J0PlHArkZDJ57H-brXW2Fw__small/img/QVwPXskFikQwBQlrdLJBAiRGgdg=/fit-in/200x150/filters:strip_icc()/pic6738336.jpg,https://boardgamegeek.com/boardgame/39856,7.24274,7.13481,53976,1.2128,3,6,5.38,30,30,30,Race; Singing; Storytelling; Targeted Clues; Voting,Card Game; Humor; Party Game,Party Game,2008
223040,Fantasy Realms,description publishera ruler build mightiest realm world choose follow military tactic sweep away path massive army turn sorcery control inaccessible island surround impenetrable flame choice realm fantasy realm combolicious card gamefantasy realm take second learn draw card discard card mdash draw deck discard areamake good hand make good combo game end card discard area aim high score winto scoring easy wizkids games companion offer scoring helper fantasy realm game complete input card app amp instantly win handy lookup card available io google play,https://cf.geekdo-images.com/A7IOpPt-lHrMYsbRmxXWdQ__original/img/kaYIVoFZkbWe0z80bvcqJdFCNlo=/0x0/filters:format(jpeg)/pic6177962.jpg,https://cf.geekdo-images.com/A7IOpPt-lHrMYsbRmxXWdQ__small/img/XoD3fXgApfY7-dfYyFeE6FVkbfY=/fit-in/200x150/filters:strip_icc()/pic6177962.jpg,https://boardgamegeek.com/boardgame/223040,7.53945,7.13471,7333,1.7368,2,6,3.02,20,20,20,End Game Bonuses; Hand Management; Open Drafting; Set Collection; Tags,Card Game; Fantasy,Family Game,2017
176920,Mission: Red Planet (Second Edition),technology rapidly develop human population grow victorianera earth dire need fuel land natural resource fortunately automate probe send mar discover celerium ore combust produce thousand time power steam engine sylvanite dense substance find incredibly probe find ice terraforme planet bring idea colonize mar close realityas head mining corporation mineral ice find mar unfathomably wealthy ndash reach competitor round send astronaut space occupy planet resourcerich zone harvest celerium sylvanite ice possible command team professional unique skill set help astronaut traverse red planet blow spaceship launchin round mission red planet player start secretly deploy character card card determine place astronaut spaceship await launch mar special action round spaceship specify destination astronaut set foot region know resource ll find player collect resource worth point time game secret mission card grant additional point game end game player acquire additional mission research card change value await marsthe   edition mission red planet feature gameplay original   edition include     component player instead     special twoplayer variant rule     new action card revise mission discovery card     mar moon phobo new zone astronaut explore possibly return planet,https://cf.geekdo-images.com/dqA_FWqa16taFKOqvdvCEA__original/img/H-cOJQRUO5I_LuDx1EaMcPi-3JU=/0x0/filters:format(jpeg)/pic8483896.jpg,https://cf.geekdo-images.com/dqA_FWqa16taFKOqvdvCEA__small/img/tv2UwUf9pKFHQKY7utSSq7xk9tI=/fit-in/200x150/filters:strip_icc()/pic8483896.jpg,https://boardgamegeek.com/boardgame/176920,7.44101,7.13378,9495,2.2033,2,6,4.44,45,90,90,Action Retrieval; Area Majority / Influence; Area Movement; Hand Management; Simultaneous Action Selection; Take That; Turn Order: Role Order,Science Fiction,Strategy Game,2015
163745,Star Wars: Armada,massive star destroyer fly battle rebel corvette frigate bank turbolaser unleash torrential volley fire squadron xwing tie engineering team race route additional power fail shield laser blast explosion flare battlefield single ship change tide battlein star war armada assume role fleet admiral serve imperial navy rebel alliance assemble fleet engage enemy gamersquos unique maneuver tool steer capital ship battlefield squadron starfighter buzz ship exchange fire itrsquos job issue tactical command decide course battle fate galaxymaneuver toolthe maneuver tool gamersquos innovative feature add unique feel way capital ship accommodate inertia maneuver starsit consist number segment link hinge plot ship course nimble ship allow turn ship hingecommand stackarmada balance awesome scale star war galaxyrsquo ship space warfare intuitive ship design accessible rule issue command resolve combat rich engaging highly tactical play experiencescapital ship extremely powerful war machine theyrsquore massive sophisticated vessel canrsquot swiftly react development heat battle accordingly key fly vessel effectively learn plan ahead want issue command way crew ready execute right timeseach prepainte capital ship command value determine command stack give point time setup secretly build initial command stack select different command provide different advantage lock selection place command stack order choice round game play secretly select assign new command ship place command stack reveal command stack gain benefit,https://cf.geekdo-images.com/oKBz9HmfYDsgDgpy06LPoQ__original/img/ufYeXlOSXa4yAJ8y-3NGmgT478w=/0x0/filters:format(jpeg)/pic2355171.jpg,https://cf.geekdo-images.com/oKBz9HmfYDsgDgpy06LPoQ__small/img/Zf53Rbb6CFBizk_2iLyhYGEE8QQ=/fit-in/200x150/filters:strip_icc()/pic2355171.jpg,https://boardgamegeek.com/boardgame/163745,7.84452,7.13263,4828,3.1542,2,2,1.98,120,120,120,Action Queue; Critical Hits and Failures; Dice Rolling; Line of Sight; Movement Template; Simulation; Variable Player Powers,Collectible Components; Miniatures; Movies / TV / Radio theme; Science Fiction; Wargame,War Game; Thematic,2015
70919,Takenoko,long time ago japanese imperial court chinese emperor offer giant panda bear symbol peace japanese emperor japanese emperor entrust court member player difficult task care animal tend bamboo gardenin takenoko player cultivate land plot irrigate grow specie bamboo green yellow pink help imperial gardener maintain bamboo garden bear immoderate hunger sacred animal juicy tender bamboo player manage land plot well grow bamboo feed delicate appetite panda win game,https://cf.geekdo-images.com/uvz-5V6A2R6dp2oWIXmj_g__original/img/HxMG1z7bIVGCGPI6u6ciVO0Oubk=/0x0/filters:format(jpeg)/pic1912529.jpg,https://cf.geekdo-images.com/uvz-5V6A2R6dp2oWIXmj_g__small/img/vz9Ec1xB2b4JJQlZFijUsuCvfkQ=/fit-in/200x150/filters:strip_icc()/pic1912529.jpg,https://boardgamegeek.com/boardgame/70919,7.26044,7.13259,37651,1.9757,2,4,3.11,45,45,45,Action Points; Contracts; Dice Rolling; Die Icon Resolution; End Game Bonuses; Grid Movement; Hexagon Grid; Modular Board; Network and Route Building; Pattern Building; Race; Set Collection; Tags; Tile Placement,Animals; Environmental; Farming; Territory Building,Family Game,2011
119890,Agricola: All Creatures Big and Small,agricola creature big small new uwe rosenberg agricola design exactly player focus animal husbandry aspect game long plow veggiesin agricola creature big small animal breeder horse cow sheep pig try pasture player start x game board expand play room player grow animal run free sixteen possible action available player player take action total roundsthe player amass victory point enclose space fence acquire large number variety animal victory pointgenerate building winnerfour standard building   special building available base game   building provide unique special ability play andor vp game end   balance tension building infrastructure fence pasture building acquire animal single big source endgame scoring key success,https://cf.geekdo-images.com/iaxdcb_l3F8McwzyoiiCig__original/img/0jQpVjFEcjoIPpVGRf2DhO-jzLo=/0x0/filters:format(jpeg)/pic1514252.jpg,https://cf.geekdo-images.com/iaxdcb_l3F8McwzyoiiCig__small/img/UWsWeuOQpGv5asAoyrKgwL3pVj0=/fit-in/200x150/filters:strip_icc()/pic1514252.jpg,https://boardgamegeek.com/boardgame/119890,7.36734,7.1295,12703,2.3537,2,2,1.99,30,30,30,Automatic Resource Growth; Enclosure; Increase Value of Unchosen Resources; Tile Placement; Turn Order: Claim Action; Worker Placement,Animals; Farming,Strategy Game,2012
257499,Arkham Horror (Third Edition),year   height roar twenty flapper dance till dawn smokefille speakeasy drink alcohol supply rum runner mob itrsquos celebration end celebration aftermath war end warsyet dark shadow grow city arkham alien entity know ancient one lurk emptiness space time writhe threshold world occult ritual stop alien creature destroy ancient one world ruin dominiononly handful investigator stand arkham horror prevailarkham horror edition cooperative board game player role investigator try rid world eldritch being know ancient one base work hp lovecraft player gather clue defeat terrify monster find tool ally stand chance defeat creature dwell veil realitymdashdescription publisher,https://cf.geekdo-images.com/09KeqyJEtu2qcskbtlOhqw__original/img/H6qePV4xg2vrwXoWcOhAhIZUtSo=/0x0/filters:format(jpeg)/pic5726297.jpg,https://cf.geekdo-images.com/09KeqyJEtu2qcskbtlOhqw__small/img/-xrcoiHjk6uaMY3dtwS_uYIrMog=/fit-in/200x150/filters:strip_icc()/pic5726297.jpg,https://boardgamegeek.com/boardgame/257499,7.76332,7.12637,6142,3.3092,1,6,2.91,120,180,180,Cooperative Game; Dice Rolling; Modular Board; Point to Point Movement; Stat Check Resolution; Variable Player Powers,Adventure; Fighting; Horror; Novel-based,Thematic,2018
219513,Bärenpark,thousand pound weight foot tall bear consider big heavy terrestrial carnivore world course quotone bearquot contrary plenty subspecie differ aspect instance kodiak bear ursus arctos middendorffi weigh   lbs polar bear ursus maritimus weigh quotonlyquot   lbs get big kodiak bear   ft tallbaumlrenpark take world bear challenge build bear park like polar bear enclosure koala house park visitor sure hungry tour park build place eat choice sure building permit use land wisely   koala nt bear cute nt leave gamein detail player baumlrenpark build bear park attempt beautiful square meter possible park create combine polyomino tile grid player score animal house outdoor area complete construction soon build well cover icon new tile park section game end soon player finish expand park player tally point wonmdashdescription publisher,https://cf.geekdo-images.com/9JC16l1EMwmJkpbjaUBkpw__original/img/H14LeRRtvcOajZ1Z1_pRYu_rSTM=/0x0/filters:format(jpeg)/pic3486218.jpg,https://cf.geekdo-images.com/9JC16l1EMwmJkpbjaUBkpw__small/img/MbjH6nLmJQ5IjCgeULOjMfOf-NA=/fit-in/200x150/filters:strip_icc()/pic3486218.jpg,https://boardgamegeek.com/boardgame/219513,7.35316,7.12587,13718,1.637,2,4,3.29,30,45,45,Grid Coverage; Modular Board; Open Drafting; Set Collection; Square Grid; Tile Placement,Animals; Puzzle,Family Game,2017
234487,Altiplano,altiplano bagbuilde game line orleacutean set south american highland ande quotaltiplanoquot competition limited resource considerable orleacutean great focus altiplano build production good   well playerseach player start unique role tile give access different good method production player limit access production start acquire additional production site game open new option type good mdash fish alpaca cacao silver corn mdash characteristic place example silver sell high price market fish exchange good harbor alpaca produce wool farm clothaside build effective production player fulfill order right time develop road good time store good cleverly fill warehouse valuable way good warehouse keeper relevant end good producer,https://cf.geekdo-images.com/hgUDu_oG0uhnOWX4WM2vXA__original/img/S0BVejCX4yDWZv934q6BS7gAF9M=/0x0/filters:format(jpeg)/pic4070329.jpg,https://cf.geekdo-images.com/hgUDu_oG0uhnOWX4WM2vXA__small/img/KlzN2TK2WVHgCimiLG_aoEZXVQA=/fit-in/200x150/filters:strip_icc()/pic4070329.jpg,https://boardgamegeek.com/boardgame/234487,7.52059,7.1209,7614,3.3294,2,5,2.86,60,120,120,"Action Points; Contracts; Deck, Bag, and Pool Building; Modular Board; Open Drafting; Tile Placement; Turn Order: Progressive; Variable Player Powers; Variable Set-up; Worker Placement",Economic,Strategy Game,2017
182134,Evolution: Climate,evolution climate standalone game introduce climate evolution game systemin evolution climate player adapt specie dynamic ecosystem food scarce predator lurk climate swing scorch hot icy cold trait like hard shell horn protect specie carnivore long neck help food reach   heavy fur migratory protect specie cold nocturnal burrowing provide protection cruel desert sun   way evolve specie game evolve different adventurethe climate standalone game dramatically change game play simple addition evolution base set      player draw   card   specie round instead   card    specie      specie   trait instead       climate move climate track base food card play round      additional trait card provide protection heat coldevolution climate change evolution twodimensional game deal threat starvation carnivore threedimensional game deal threat starvation carnivore climate effect increase vividness theme add additional layer dynamically strategic game,https://cf.geekdo-images.com/hs1P4qPgDKHXct3qs4JWGg__original/img/Do6E6XHAwbYvjH0Tb8n0G2DAlkA=/0x0/filters:format(jpeg)/pic2876816.jpg,https://cf.geekdo-images.com/hs1P4qPgDKHXct3qs4JWGg__small/img/WUTqvVmA5QUW5KJ9wVF4FdnziI0=/fit-in/200x150/filters:strip_icc()/pic2876816.jpg,https://boardgamegeek.com/boardgame/182134,7.59429,7.12013,6606,2.7803,2,6,3.9,60,60,60,Action Points; Events; Hand Management; Secret Unit Deployment; Simulation; Take That; Turn Order: Progressive,Animals; Card Game; Educational; Environmental; Prehistoric; Print & Play,Strategy Game,2016
199042,Harry Potter: Hogwarts Battle,force evil threaten overrun hogwart castle harry potter hogwart battle cooperative deckbuilde game student ensure safety school defeat villain consolidate defense game player role hogwart student harry ron hermione neville personal deck card s acquire resourcesby gain influence player add card deck form iconic character spell magical item card allow regain health fight villain keep gain power villain set player attack dark art work player able defeat villain secure castle force evilmdashdescription publisher,https://cf.geekdo-images.com/ugYBvYxyWyx8_BqaFKZlGw__original/img/7ifajkbPyvyn8GUavbNOjWZbNYU=/0x0/filters:format(jpeg)/pic3518231.jpg,https://cf.geekdo-images.com/ugYBvYxyWyx8_BqaFKZlGw__small/img/dMUeyEvlaSp_x0EoQBuCHfwFCtM=/fit-in/200x150/filters:strip_icc()/pic3518231.jpg,https://boardgamegeek.com/boardgame/199042,7.43411,7.11863,13787,2.0882,2,4,2.96,30,60,60,"Cooperative Game; Deck, Bag, and Pool Building; Scenario / Mission / Campaign Game; Variable Player Powers",Card Game; Fantasy; Movies / TV / Radio theme; Novel-based,Thematic; Family Game,2016
17392,Here I Stand,stand war reformation   game   year cover political religious conflict early th century europe realize great feat martin luther john calvin ignatius loyola henry viii charles v francis suleiman magnificent ferdinand magellan hernaacuten corteacutes nicolaus copernicus fall narrow year period history game cover action period unique carddriven game system model political religious conflict period single pointtopoint mapthere main power game unique path victory     othman     habsburg     english     french     papacy     protestantshere stand carddriven game prominently feature secret dealmake true sixside diplomatic struggle game place heavy emphasis successful alliancebuilde negotiation occur away table preturn diplomacy phase set period niccolograve machiavelli publish masterpiece quotthe princequot backstabbing possible especially card deck load event response card play power disrupt plan power leadhere stand integrate religion politic economic diplomacy carddriven design game vary length ndash hour tournament scenario campaign game run twice time rule play game      player include player game balanced standard player configuration take advantage natural alliance period,https://cf.geekdo-images.com/SaJz1vt6j4njvkhDaplSHA__original/img/Jc0tqHtksdpScZjgiolbuj9Gupo=/0x0/filters:format(jpeg)/pic353047.jpg,https://cf.geekdo-images.com/SaJz1vt6j4njvkhDaplSHA__small/img/F8ii_yYy1gy3M5vQmq1SexxTM88=/fit-in/200x150/filters:strip_icc()/pic353047.jpg,https://boardgamegeek.com/boardgame/17392,7.90917,7.1174,3653,4.1755,2,6,5.41,180,360,360,Campaign / Battle Card Driven; Dice Rolling; Events; Hand Management; Movement Points; Point to Point Movement; Scenario / Mission / Campaign Game; Simulation; Variable Player Powers; Variable Set-up,Negotiation; Pike and Shot; Political; Religious; Renaissance; Wargame,War Game,2006
302723,Forgotten Waters,forget water crossroad game set world fantastical pirate adventure player role pirate sail ship attempt personal story common goalthe world forget water silly magical story design encourage player explore laugh delight interact world game choice leave lasting impact story player want turn rock findforgotten water feature scenario massive location book provide player ton choice gomdashdescription publisher,https://cf.geekdo-images.com/gLnzfyJio2MYbG9J-uQSiQ__original/img/WIqdfw845duHlpr9d5QvzPuHpGI=/0x0/filters:format(jpeg)/pic5253984.jpg,https://cf.geekdo-images.com/gLnzfyJio2MYbG9J-uQSiQ__small/img/Th5Wf0ynMEA14i06HUSqzz-8g24=/fit-in/200x150/filters:strip_icc()/pic5253984.jpg,https://boardgamegeek.com/boardgame/302723,8.06919,7.11531,3137,2.1207,3,7,4.8,120,240,240,Dice Rolling; Events; Narrative Choice / Paragraph; Scenario / Mission / Campaign Game; Semi-Cooperative Game; Stat Check Resolution; Storytelling; Worker Placement,Adventure; Exploration; Fantasy; Nautical; Pirates; Travel,Thematic,2020
184921,Bunny Kingdom,peace come great bunny kingdom lead clan rabbit glory gather resource build new city landdraft card pick right one position warren   square board provide resource colony build new city increase influence plan strategy score big end game settle lakeside field collect water grow carrot gather mushroom green forest climb high mountain discover rare precious resource secretly rally rabbit lord recruit skillful master city resource valuable end gameafter turn group contiguous warren grant point depend city different resource include game end   round player point win game,https://cf.geekdo-images.com/Noz8-u1ba828WUv69pTXKg__original/img/UsuOzkr2-QWs5KPyOhWS5s02Uug=/0x0/filters:format(jpeg)/pic3613444.jpg,https://cf.geekdo-images.com/Noz8-u1ba828WUv69pTXKg__small/img/17lnz18gnbQGnnTY8o07X2kxwbs=/fit-in/200x150/filters:strip_icc()/pic3613444.jpg,https://boardgamegeek.com/boardgame/184921,7.46137,7.1139,8844,2.2811,2,4,3.29,40,60,60,Area Majority / Influence; Closed Drafting; End Game Bonuses; Grid Coverage; Hand Management; Simultaneous Action Selection; Square Grid,Animals; Medieval; Territory Building,Strategy Game; Family Game,2017
192458,51st State: Master Set,world know long exist government army civilization united states collapse thirty year war start new power finally try control ruin country try establish new order try control create new country new state st statest state card game player control power try build new country player new location play hire leader send people work building gain resource new skill card st state different way     raze location gain resource     deal location gain resource turn     build location use skill turnst state master set mark rebirth st state line set contain   card original base game   card new era winter expansion expansion mix card base game time entire set rebalance offer cohesive experience matter expansion choose use,https://cf.geekdo-images.com/oaDIooAl30NgVUWeIpC1sg__original/img/7jICcOLqm0LTdlXVUOUJloyqj2A=/0x0/filters:format(jpeg)/pic2945432.jpg,https://cf.geekdo-images.com/oaDIooAl30NgVUWeIpC1sg__small/img/bWWziWTy6KflOseb2tYLNC0PrfQ=/fit-in/200x150/filters:strip_icc()/pic2945432.jpg,https://boardgamegeek.com/boardgame/192458,7.64191,7.10816,5614,2.9167,1,4,2.24,60,90,90,Hand Management; Multi-Use Cards; Open Drafting; Take That; Variable Phase Order; Variable Player Powers; Worker Placement,Card Game; City Building; Economic; Science Fiction,Strategy Game,2016
172,For Sale,sale quick fun game nominally buy sell real estate game distinct phase player bid building building buy sell building great profit possiblethe original ravensburgerfx schmid edition   slightly different rule later english edition   building instead   berplay   edition new art rule card distribution change accommodate   playersthe gryphon   edition use uumlberplay art face property card replace art   rule uumlberplay edition exception round rule state different way different printing uumlberplay editionrounde rulethe round rule prefer designer stefan dorra player half bid round confirm correspondence   history round rule change different edition document,https://cf.geekdo-images.com/dJh9HkZC346NgPTAicJq_A__original/img/6ib2NLakSlsf69WYwCOe9NNLcsc=/0x0/filters:format(jpeg)/pic1513085.jpg,https://cf.geekdo-images.com/dJh9HkZC346NgPTAicJq_A__small/img/3cgW5aP-JJeKSpZMjA0NFheMnfY=/fit-in/200x150/filters:strip_icc()/pic1513085.jpg,https://boardgamegeek.com/boardgame/172,7.2261,7.1069,25458,1.2605,3,6,4.74,30,30,30,Auction / Bidding; Auction: Sealed Bid; Auction: Turn Order Until Pass; Hand Management; Selection Order Bid,Card Game; Economic,Family Game,1997
8217,San Juan,san juan card game base puerto rico deck   card consist production building indigo sugar tobacco coffee silver quotvioletquot building grant special power extra victory point card hand build money build card deck represent good produce production building case leave facedown sevencard hand limit enforce roundin round governorship player turn select available role trigger event usually affect player produce good construct building person pick role get privilege produce good build cheaplythough similar concept puerto rico game different mechanism particular game include colonist shipping good good production trading normally limit card phase trade block victory point gain exclusively building game end soon player building,https://cf.geekdo-images.com/kiD03bslLpN_0Qe1LJ8OGg__original/img/rFYh1En1BFLZ3n0Do-BwOnn7efU=/0x0/filters:format(jpeg)/pic174174.jpg,https://cf.geekdo-images.com/kiD03bslLpN_0Qe1LJ8OGg__small/img/VD6xhahkv4SR87FYOoQS9rKOpvo=/fit-in/200x150/filters:strip_icc()/pic174174.jpg,https://boardgamegeek.com/boardgame/8217,7.24829,7.10491,22669,2.2866,2,4,3.06,45,60,60,Action Drafting; End Game Bonuses; Follow; Hand Management; Market; Multi-Use Cards; Open Drafting; Set Collection; Turn Order: Progressive; Variable Phase Order,Card Game; City Building; Economic,Strategy Game,2004
25554,Notre Dame,rio grande games descriptionthe player role head influential family paris end th century shadow notre dame cathedral player compete prosperity reputation family control ndash borough surround site notre dame head family player try clever use action card advance power prestige family penalty assess care health people live borough player prestige end winnerplayer play welloff parisian th century wish improve importance appearance city quarter famous notre dame cathedral primary game concept original simple card play player use permanently improve influence quarter turn turn round round player choice major implication thing nt concentrate aspect mean automatically ignore particularly dangerous case gradually approach plagueafter   exciting round   actionfilled minute notre dame maitre card garner prestige point winnerdescription aleathis game   alea big box seriesexpande      player expansion unofficial      treasure chestreimplemente      notre dame express unofficial,https://cf.geekdo-images.com/d1g8Yh14XHf63H3VOC93AA__original/img/au2Y5st7foP0ohkFEbFqAOPR7Nc=/0x0/filters:format(jpeg)/pic199316.jpg,https://cf.geekdo-images.com/d1g8Yh14XHf63H3VOC93AA__small/img/DwCJeQSpNHs_cX8FfWwNlKqDRSQ=/fit-in/200x150/filters:strip_icc()/pic199316.jpg,https://boardgamegeek.com/boardgame/25554,7.33444,7.10382,12531,2.7474,2,5,3.54,45,75,75,Area Majority / Influence; Closed Drafting; Point to Point Movement,Economic; Renaissance,Strategy Game,2007
